"URL","Page Family","Numerator","Denominator","Simplified Fraction","Decimal","Percent","Priority","Indexable","Canonical","Related Page"
"/29-40-as-a-percent-and-decimal","Percent and Decimal","29","40","29/40","0.725","72.5%","C","true","/29-40-as-a-percent-and-decimal","/what-is-equivalent-to-29-40-fraction"
"/what-is-equivalent-to-31-40-fraction","Equivalent Fractions","31","40","31/40","0.775","77.5%","C","true","/what-is-equivalent-to-31-40-fraction","/31-40-as-a-percent-and-decimal"
"/31-40-as-a-percent-and-decimal","Percent and Decimal","31","40","31/40","0.775","77.5%","C","true","/31-40-as-a-percent-and-decimal","/what-is-equivalent-to-31-40-fraction"
"/what-is-equivalent-to-33-40-fraction","Equivalent Fractions","33","40","33/40","0.825","82.5%","C","true","/what-is-equivalent-to-33-40-fraction","/33-40-as-a-percent-and-decimal"
"/33-40-as-a-percent-and-decimal","Percent and Decimal","33","40","33/40","0.825","82.5%","C","true","/33-40-as-a-percent-and-decimal","/what-is-equivalent-to-33-40-fraction"
"/what-is-equivalent-to-34-40-fraction","Equivalent Fractions","34","40","17/20","0.85","85%","B","true","/what-is-equivalent-to-34-40-fraction","/34-40-as-a-percent-and-decimal"
"/34-40-as-a-percent-and-decimal","Percent and Decimal","34","40","17/20","0.85","85%","B","true","/34-40-as-a-percent-and-decimal","/what-is-equivalent-to-34-40-fraction"
"/what-is-equivalent-to-37-40-fraction","Equivalent Fractions","37","40","37/40","0.925","92.5%","C","true","/what-is-equivalent-to-37-40-fraction","/37-40-as-a-percent-and-decimal"
"/37-40-as-a-percent-and-decimal","Percent and Decimal","37","40","37/40","0.925","92.5%","C","true","/37-40-as-a-percent-and-decimal","/what-is-equivalent-to-37-40-fraction"
"/what-is-equivalent-to-38-40-fraction","Equivalent Fractions","38","40","19/20","0.95","95%","B","true","/what-is-equivalent-to-38-40-fraction","/38-40-as-a-percent-and-decimal"
"/38-40-as-a-percent-and-decimal","Percent and Decimal","38","40","19/20","0.95","95%","B","true","/38-40-as-a-percent-and-decimal","/what-is-equivalent-to-38-40-fraction"
"/what-is-equivalent-to-39-40-fraction","Equivalent Fractions","39","40","39/40","0.975","97.5%","C","true","/what-is-equivalent-to-39-40-fraction","/39-40-as-a-percent-and-decimal"
"/39-40-as-a-percent-and-decimal","Percent and Decimal","39","40","39/40","0.975","97.5%","C","true","/39-40-as-a-percent-and-decimal","/what-is-equivalent-to-39-40-fraction"
"/what-is-equivalent-to-41-40-fraction","Equivalent Fractions","41","40","41/40","1.025","102.5%","C","true","/what-is-equivalent-to-41-40-fraction","/41-40-as-a-percent-and-decimal"
"/41-40-as-a-percent-and-decimal","Percent and Decimal","41","40","41/40","1.025","102.5%","C","true","/41-40-as-a-percent-and-decimal","/what-is-equivalent-to-41-40-fraction"
"/what-is-equivalent-to-42-40-fraction","Equivalent Fractions","42","40","21/20","1.05","105%","B","true","/what-is-equivalent-to-42-40-fraction","/42-40-as-a-percent-and-decimal"
"/42-40-as-a-percent-and-decimal","Percent and Decimal","42","40","21/20","1.05","105%","B","true","/42-40-as-a-percent-and-decimal","/what-is-equivalent-to-42-40-fraction"
"/what-is-equivalent-to-43-40-fraction","Equivalent Fractions","43","40","43/40","1.075","107.5%","C","true","/what-is-equivalent-to-43-40-fraction","/43-40-as-a-percent-and-decimal"
"/43-40-as-a-percent-and-decimal","Percent and Decimal","43","40","43/40","1.075","107.5%","C","true","/43-40-as-a-percent-and-decimal","/what-is-equivalent-to-43-40-fraction"
"/what-is-equivalent-to-46-40-fraction","Equivalent Fractions","46","40","23/20","1.15","115%","C","true","/what-is-equivalent-to-46-40-fraction","/46-40-as-a-percent-and-decimal"
"/46-40-as-a-percent-and-decimal","Percent and Decimal","46","40","23/20","1.15","115%","C","true","/46-40-as-a-percent-and-decimal","/what-is-equivalent-to-46-40-fraction"
"/what-is-equivalent-to-47-40-fraction","Equivalent Fractions","47","40","47/40","1.175","117.5%","C","true","/what-is-equivalent-to-47-40-fraction","/47-40-as-a-percent-and-decimal"
"/47-40-as-a-percent-and-decimal","Percent and Decimal","47","40","47/40","1.175","117.5%","C","true","/47-40-as-a-percent-and-decimal","/what-is-equivalent-to-47-40-fraction"
"/what-is-equivalent-to-49-40-fraction","Equivalent Fractions","49","40","49/40","1.225","122.5%","C","true","/what-is-equivalent-to-49-40-fraction","/49-40-as-a-percent-and-decimal"
"/49-40-as-a-percent-and-decimal","Percent and Decimal","49","40","49/40","1.225","122.5%","C","true","/49-40-as-a-percent-and-decimal","/what-is-equivalent-to-49-40-fraction"
"/what-is-equivalent-to-51-40-fraction","Equivalent Fractions","51","40","51/40","1.275","127.5%","C","true","/what-is-equivalent-to-51-40-fraction","/51-40-as-a-percent-and-decimal"
"/51-40-as-a-percent-and-decimal","Percent and Decimal","51","40","51/40","1.275","127.5%","C","true","/51-40-as-a-percent-and-decimal","/what-is-equivalent-to-51-40-fraction"
"/what-is-equivalent-to-53-40-fraction","Equivalent Fractions","53","40","53/40","1.325","132.5%","C","true","/what-is-equivalent-to-53-40-fraction","/53-40-as-a-percent-and-decimal"
"/53-40-as-a-percent-and-decimal","Percent and Decimal","53","40","53/40","1.325","132.5%","C","true","/53-40-as-a-percent-and-decimal","/what-is-equivalent-to-53-40-fraction"
"/what-is-equivalent-to-54-40-fraction","Equivalent Fractions","54","40","27/20","1.35","135%","B","true","/what-is-equivalent-to-54-40-fraction","/54-40-as-a-percent-and-decimal"
"/54-40-as-a-percent-and-decimal","Percent and Decimal","54","40","27/20","1.35","135%","B","true","/54-40-as-a-percent-and-decimal","/what-is-equivalent-to-54-40-fraction"
"/what-is-equivalent-to-57-40-fraction","Equivalent Fractions","57","40","57/40","1.425","142.5%","C","true","/what-is-equivalent-to-57-40-fraction","/57-40-as-a-percent-and-decimal"
"/57-40-as-a-percent-and-decimal","Percent and Decimal","57","40","57/40","1.425","142.5%","C","true","/57-40-as-a-percent-and-decimal","/what-is-equivalent-to-57-40-fraction"
"/what-is-equivalent-to-58-40-fraction","Equivalent Fractions","58","40","29/20","1.45","145%","B","true","/what-is-equivalent-to-58-40-fraction","/58-40-as-a-percent-and-decimal"
"/58-40-as-a-percent-and-decimal","Percent and Decimal","58","40","29/20","1.45","145%","B","true","/58-40-as-a-percent-and-decimal","/what-is-equivalent-to-58-40-fraction"
"/what-is-equivalent-to-59-40-fraction","Equivalent Fractions","59","40","59/40","1.475","147.5%","C","true","/what-is-equivalent-to-59-40-fraction","/59-40-as-a-percent-and-decimal"
"/59-40-as-a-percent-and-decimal","Percent and Decimal","59","40","59/40","1.475","147.5%","C","true","/59-40-as-a-percent-and-decimal","/what-is-equivalent-to-59-40-fraction"
"/what-is-equivalent-to-61-40-fraction","Equivalent Fractions","61","40","61/40","1.525","152.5%","C","true","/what-is-equivalent-to-61-40-fraction","/61-40-as-a-percent-and-decimal"
"/61-40-as-a-percent-and-decimal","Percent and Decimal","61","40","61/40","1.525","152.5%","C","true","/61-40-as-a-percent-and-decimal","/what-is-equivalent-to-61-40-fraction"
"/what-is-equivalent-to-62-40-fraction","Equivalent Fractions","62","40","31/20","1.55","155%","B","true","/what-is-equivalent-to-62-40-fraction","/62-40-as-a-percent-and-decimal"
"/62-40-as-a-percent-and-decimal","Percent and Decimal","62","40","31/20","1.55","155%","B","true","/62-40-as-a-percent-and-decimal","/what-is-equivalent-to-62-40-fraction"
"/what-is-equivalent-to-63-40-fraction","Equivalent Fractions","63","40","63/40","1.575","157.5%","C","true","/what-is-equivalent-to-63-40-fraction","/63-40-as-a-percent-and-decimal"
"/63-40-as-a-percent-and-decimal","Percent and Decimal","63","40","63/40","1.575","157.5%","C","true","/63-40-as-a-percent-and-decimal","/what-is-equivalent-to-63-40-fraction"
"/what-is-equivalent-to-66-40-fraction","Equivalent Fractions","66","40","33/20","1.65","165%","B","true","/what-is-equivalent-to-66-40-fraction","/66-40-as-a-percent-and-decimal"
"/66-40-as-a-percent-and-decimal","Percent and Decimal","66","40","33/20","1.65","165%","B","true","/66-40-as-a-percent-and-decimal","/what-is-equivalent-to-66-40-fraction"
"/what-is-equivalent-to-67-40-fraction","Equivalent Fractions","67","40","67/40","1.675","167.5%","C","true","/what-is-equivalent-to-67-40-fraction","/67-40-as-a-percent-and-decimal"
"/67-40-as-a-percent-and-decimal","Percent and Decimal","67","40","67/40","1.675","167.5%","C","true","/67-40-as-a-percent-and-decimal","/what-is-equivalent-to-67-40-fraction"
"/what-is-equivalent-to-69-40-fraction","Equivalent Fractions","69","40","69/40","1.725","172.5%","C","true","/what-is-equivalent-to-69-40-fraction","/69-40-as-a-percent-and-decimal"
"/69-40-as-a-percent-and-decimal","Percent and Decimal","69","40","69/40","1.725","172.5%","C","true","/69-40-as-a-percent-and-decimal","/what-is-equivalent-to-69-40-fraction"
"/what-is-equivalent-to-71-40-fraction","Equivalent Fractions","71","40","71/40","1.775","177.5%","C","true","/what-is-equivalent-to-71-40-fraction","/71-40-as-a-percent-and-decimal"
"/71-40-as-a-percent-and-decimal","Percent and Decimal","71","40","71/40","1.775","177.5%","C","true","/71-40-as-a-percent-and-decimal","/what-is-equivalent-to-71-40-fraction"
"/what-is-equivalent-to-1-41-fraction","Equivalent Fractions","1","41","1/41","0.0243902439024","2.43902439024%","C","true","/what-is-equivalent-to-1-41-fraction","/1-41-as-a-percent-and-decimal"
"/1-41-as-a-percent-and-decimal","Percent and Decimal","1","41","1/41","0.0243902439024","2.43902439024%","C","true","/1-41-as-a-percent-and-decimal","/what-is-equivalent-to-1-41-fraction"
"/what-is-equivalent-to-1-42-fraction","Equivalent Fractions","1","42","1/42","0.0238095238095","2.38095238095%","C","true","/what-is-equivalent-to-1-42-fraction","/1-42-as-a-percent-and-decimal"
"/1-42-as-a-percent-and-decimal","Percent and Decimal","1","42","1/42","0.0238095238095","2.38095238095%","C","true","/1-42-as-a-percent-and-decimal","/what-is-equivalent-to-1-42-fraction"
"/what-is-equivalent-to-1-43-fraction","Equivalent Fractions","1","43","1/43","0.0232558139535","2.32558139535%","C","true","/what-is-equivalent-to-1-43-fraction","/1-43-as-a-percent-and-decimal"
"/1-43-as-a-percent-and-decimal","Percent and Decimal","1","43","1/43","0.0232558139535","2.32558139535%","C","true","/1-43-as-a-percent-and-decimal","/what-is-equivalent-to-1-43-fraction"
"/what-is-equivalent-to-1-44-fraction","Equivalent Fractions","1","44","1/44","0.0227272727273","2.27272727273%","C","true","/what-is-equivalent-to-1-44-fraction","/1-44-as-a-percent-and-decimal"
"/1-44-as-a-percent-and-decimal","Percent and Decimal","1","44","1/44","0.0227272727273","2.27272727273%","C","true","/1-44-as-a-percent-and-decimal","/what-is-equivalent-to-1-44-fraction"
"/what-is-equivalent-to-1-45-fraction","Equivalent Fractions","1","45","1/45","0.0222222222222","2.22222222222%","C","true","/what-is-equivalent-to-1-45-fraction","/1-45-as-a-percent-and-decimal"
"/1-45-as-a-percent-and-decimal","Percent and Decimal","1","45","1/45","0.0222222222222","2.22222222222%","C","true","/1-45-as-a-percent-and-decimal","/what-is-equivalent-to-1-45-fraction"
"/what-is-equivalent-to-1-46-fraction","Equivalent Fractions","1","46","1/46","0.0217391304348","2.17391304348%","C","true","/what-is-equivalent-to-1-46-fraction","/1-46-as-a-percent-and-decimal"
"/1-46-as-a-percent-and-decimal","Percent and Decimal","1","46","1/46","0.0217391304348","2.17391304348%","C","true","/1-46-as-a-percent-and-decimal","/what-is-equivalent-to-1-46-fraction"
"/what-is-equivalent-to-1-47-fraction","Equivalent Fractions","1","47","1/47","0.0212765957447","2.12765957447%","C","true","/what-is-equivalent-to-1-47-fraction","/1-47-as-a-percent-and-decimal"
"/1-47-as-a-percent-and-decimal","Percent and Decimal","1","47","1/47","0.0212765957447","2.12765957447%","C","true","/1-47-as-a-percent-and-decimal","/what-is-equivalent-to-1-47-fraction"
"/what-is-equivalent-to-1-48-fraction","Equivalent Fractions","1","48","1/48","0.0208333333333","2.08333333333%","C","true","/what-is-equivalent-to-1-48-fraction","/1-48-as-a-percent-and-decimal"
"/1-48-as-a-percent-and-decimal","Percent and Decimal","1","48","1/48","0.0208333333333","2.08333333333%","C","true","/1-48-as-a-percent-and-decimal","/what-is-equivalent-to-1-48-fraction"
"/what-is-equivalent-to-3-48-fraction","Equivalent Fractions","3","48","1/16","0.0625","6.25%","C","true","/what-is-equivalent-to-3-48-fraction","/3-48-as-a-percent-and-decimal"
"/3-48-as-a-percent-and-decimal","Percent and Decimal","3","48","1/16","0.0625","6.25%","C","true","/3-48-as-a-percent-and-decimal","/what-is-equivalent-to-3-48-fraction"
"/what-is-equivalent-to-9-48-fraction","Equivalent Fractions","9","48","3/16","0.1875","18.75%","C","true","/what-is-equivalent-to-9-48-fraction","/9-48-as-a-percent-and-decimal"
"/9-48-as-a-percent-and-decimal","Percent and Decimal","9","48","3/16","0.1875","18.75%","C","true","/9-48-as-a-percent-and-decimal","/what-is-equivalent-to-9-48-fraction"
"/what-is-equivalent-to-15-48-fraction","Equivalent Fractions","15","48","5/16","0.3125","31.25%","C","true","/what-is-equivalent-to-15-48-fraction","/15-48-as-a-percent-and-decimal"
"/15-48-as-a-percent-and-decimal","Percent and Decimal","15","48","5/16","0.3125","31.25%","C","true","/15-48-as-a-percent-and-decimal","/what-is-equivalent-to-15-48-fraction"
"/what-is-equivalent-to-21-48-fraction","Equivalent Fractions","21","48","7/16","0.4375","43.75%","C","true","/what-is-equivalent-to-21-48-fraction","/21-48-as-a-percent-and-decimal"
"/21-48-as-a-percent-and-decimal","Percent and Decimal","21","48","7/16","0.4375","43.75%","C","true","/21-48-as-a-percent-and-decimal","/what-is-equivalent-to-21-48-fraction"
"/what-is-equivalent-to-1-49-fraction","Equivalent Fractions","1","49","1/49","0.0204081632653","2.04081632653%","C","true","/what-is-equivalent-to-1-49-fraction","/1-49-as-a-percent-and-decimal"
"/1-49-as-a-percent-and-decimal","Percent and Decimal","1","49","1/49","0.0204081632653","2.04081632653%","C","true","/1-49-as-a-percent-and-decimal","/what-is-equivalent-to-1-49-fraction"
"/what-is-equivalent-to-1-50-fraction","Equivalent Fractions","1","50","1/50","0.02","2%","A","true","/what-is-equivalent-to-1-50-fraction","/1-50-as-a-percent-and-decimal"
"/1-50-as-a-percent-and-decimal","Percent and Decimal","1","50","1/50","0.02","2%","A","true","/1-50-as-a-percent-and-decimal","/what-is-equivalent-to-1-50-fraction"
"/what-is-equivalent-to-2-50-fraction","Equivalent Fractions","2","50","1/25","0.04","4%","A","true","/what-is-equivalent-to-2-50-fraction","/2-50-as-a-percent-and-decimal"
"/2-50-as-a-percent-and-decimal","Percent and Decimal","2","50","1/25","0.04","4%","A","true","/2-50-as-a-percent-and-decimal","/what-is-equivalent-to-2-50-fraction"
"/what-is-equivalent-to-3-50-fraction","Equivalent Fractions","3","50","3/50","0.06","6%","A","true","/what-is-equivalent-to-3-50-fraction","/3-50-as-a-percent-and-decimal"
"/3-50-as-a-percent-and-decimal","Percent and Decimal","3","50","3/50","0.06","6%","A","true","/3-50-as-a-percent-and-decimal","/what-is-equivalent-to-3-50-fraction"
"/what-is-equivalent-to-4-50-fraction","Equivalent Fractions","4","50","2/25","0.08","8%","A","true","/what-is-equivalent-to-4-50-fraction","/4-50-as-a-percent-and-decimal"
"/4-50-as-a-percent-and-decimal","Percent and Decimal","4","50","2/25","0.08","8%","A","true","/4-50-as-a-percent-and-decimal","/what-is-equivalent-to-4-50-fraction"
"/what-is-equivalent-to-5-50-fraction","Equivalent Fractions","5","50","1/10","0.1","10%","A","true","/what-is-equivalent-to-5-50-fraction","/5-50-as-a-percent-and-decimal"
"/5-50-as-a-percent-and-decimal","Percent and Decimal","5","50","1/10","0.1","10%","A","true","/5-50-as-a-percent-and-decimal","/what-is-equivalent-to-5-50-fraction"
"/what-is-equivalent-to-6-50-fraction","Equivalent Fractions","6","50","3/25","0.12","12%","A","true","/what-is-equivalent-to-6-50-fraction","/6-50-as-a-percent-and-decimal"
"/6-50-as-a-percent-and-decimal","Percent and Decimal","6","50","3/25","0.12","12%","A","true","/6-50-as-a-percent-and-decimal","/what-is-equivalent-to-6-50-fraction"
"/what-is-equivalent-to-7-50-fraction","Equivalent Fractions","7","50","7/50","0.14","14%","B","true","/what-is-equivalent-to-7-50-fraction","/7-50-as-a-percent-and-decimal"
"/7-50-as-a-percent-and-decimal","Percent and Decimal","7","50","7/50","0.14","14%","B","true","/7-50-as-a-percent-and-decimal","/what-is-equivalent-to-7-50-fraction"
"/what-is-equivalent-to-8-50-fraction","Equivalent Fractions","8","50","4/25","0.16","16%","A","true","/what-is-equivalent-to-8-50-fraction","/8-50-as-a-percent-and-decimal"
"/8-50-as-a-percent-and-decimal","Percent and Decimal","8","50","4/25","0.16","16%","A","true","/8-50-as-a-percent-and-decimal","/what-is-equivalent-to-8-50-fraction"
"/what-is-equivalent-to-9-50-fraction","Equivalent Fractions","9","50","9/50","0.18","18%","A","true","/what-is-equivalent-to-9-50-fraction","/9-50-as-a-percent-and-decimal"
"/9-50-as-a-percent-and-decimal","Percent and Decimal","9","50","9/50","0.18","18%","A","true","/9-50-as-a-percent-and-decimal","/what-is-equivalent-to-9-50-fraction"
"/what-is-equivalent-to-11-50-fraction","Equivalent Fractions","11","50","11/50","0.22","22%","A","true","/what-is-equivalent-to-11-50-fraction","/11-50-as-a-percent-and-decimal"
"/11-50-as-a-percent-and-decimal","Percent and Decimal","11","50","11/50","0.22","22%","A","true","/11-50-as-a-percent-and-decimal","/what-is-equivalent-to-11-50-fraction"
"/what-is-equivalent-to-12-50-fraction","Equivalent Fractions","12","50","6/25","0.24","24%","A","true","/what-is-equivalent-to-12-50-fraction","/12-50-as-a-percent-and-decimal"
"/12-50-as-a-percent-and-decimal","Percent and Decimal","12","50","6/25","0.24","24%","A","true","/12-50-as-a-percent-and-decimal","/what-is-equivalent-to-12-50-fraction"
"/what-is-equivalent-to-13-50-fraction","Equivalent Fractions","13","50","13/50","0.26","26%","A","true","/what-is-equivalent-to-13-50-fraction","/13-50-as-a-percent-and-decimal"
"/13-50-as-a-percent-and-decimal","Percent and Decimal","13","50","13/50","0.26","26%","A","true","/13-50-as-a-percent-and-decimal","/what-is-equivalent-to-13-50-fraction"
"/what-is-equivalent-to-14-50-fraction","Equivalent Fractions","14","50","7/25","0.28","28%","B","true","/what-is-equivalent-to-14-50-fraction","/14-50-as-a-percent-and-decimal"
"/14-50-as-a-percent-and-decimal","Percent and Decimal","14","50","7/25","0.28","28%","B","true","/14-50-as-a-percent-and-decimal","/what-is-equivalent-to-14-50-fraction"
"/what-is-equivalent-to-15-50-fraction","Equivalent Fractions","15","50","3/10","0.3","30%","A","true","/what-is-equivalent-to-15-50-fraction","/15-50-as-a-percent-and-decimal"
"/15-50-as-a-percent-and-decimal","Percent and Decimal","15","50","3/10","0.3","30%","A","true","/15-50-as-a-percent-and-decimal","/what-is-equivalent-to-15-50-fraction"
"/what-is-equivalent-to-16-50-fraction","Equivalent Fractions","16","50","8/25","0.32","32%","A","true","/what-is-equivalent-to-16-50-fraction","/16-50-as-a-percent-and-decimal"
"/16-50-as-a-percent-and-decimal","Percent and Decimal","16","50","8/25","0.32","32%","A","true","/16-50-as-a-percent-and-decimal","/what-is-equivalent-to-16-50-fraction"
"/what-is-equivalent-to-17-50-fraction","Equivalent Fractions","17","50","17/50","0.34","34%","A","true","/what-is-equivalent-to-17-50-fraction","/17-50-as-a-percent-and-decimal"
"/17-50-as-a-percent-and-decimal","Percent and Decimal","17","50","17/50","0.34","34%","A","true","/17-50-as-a-percent-and-decimal","/what-is-equivalent-to-17-50-fraction"
"/what-is-equivalent-to-18-50-fraction","Equivalent Fractions","18","50","9/25","0.36","36%","A","true","/what-is-equivalent-to-18-50-fraction","/18-50-as-a-percent-and-decimal"
"/18-50-as-a-percent-and-decimal","Percent and Decimal","18","50","9/25","0.36","36%","A","true","/18-50-as-a-percent-and-decimal","/what-is-equivalent-to-18-50-fraction"
"/what-is-equivalent-to-19-50-fraction","Equivalent Fractions","19","50","19/50","0.38","38%","A","true","/what-is-equivalent-to-19-50-fraction","/19-50-as-a-percent-and-decimal"
"/19-50-as-a-percent-and-decimal","Percent and Decimal","19","50","19/50","0.38","38%","A","true","/19-50-as-a-percent-and-decimal","/what-is-equivalent-to-19-50-fraction"
"/what-is-equivalent-to-21-50-fraction","Equivalent Fractions","21","50","21/50","0.42","42%","A","true","/what-is-equivalent-to-21-50-fraction","/21-50-as-a-percent-and-decimal"
"/21-50-as-a-percent-and-decimal","Percent and Decimal","21","50","21/50","0.42","42%","A","true","/21-50-as-a-percent-and-decimal","/what-is-equivalent-to-21-50-fraction"
"/what-is-equivalent-to-22-50-fraction","Equivalent Fractions","22","50","11/25","0.44","44%","A","true","/what-is-equivalent-to-22-50-fraction","/22-50-as-a-percent-and-decimal"
"/22-50-as-a-percent-and-decimal","Percent and Decimal","22","50","11/25","0.44","44%","A","true","/22-50-as-a-percent-and-decimal","/what-is-equivalent-to-22-50-fraction"
"/what-is-equivalent-to-23-50-fraction","Equivalent Fractions","23","50","23/50","0.46","46%","A","true","/what-is-equivalent-to-23-50-fraction","/23-50-as-a-percent-and-decimal"
"/23-50-as-a-percent-and-decimal","Percent and Decimal","23","50","23/50","0.46","46%","A","true","/23-50-as-a-percent-and-decimal","/what-is-equivalent-to-23-50-fraction"
"/what-is-equivalent-to-24-50-fraction","Equivalent Fractions","24","50","12/25","0.48","48%","A","true","/what-is-equivalent-to-24-50-fraction","/24-50-as-a-percent-and-decimal"
"/24-50-as-a-percent-and-decimal","Percent and Decimal","24","50","12/25","0.48","48%","A","true","/24-50-as-a-percent-and-decimal","/what-is-equivalent-to-24-50-fraction"
"/what-is-equivalent-to-26-50-fraction","Equivalent Fractions","26","50","13/25","0.52","52%","B","true","/what-is-equivalent-to-26-50-fraction","/26-50-as-a-percent-and-decimal"
"/26-50-as-a-percent-and-decimal","Percent and Decimal","26","50","13/25","0.52","52%","B","true","/26-50-as-a-percent-and-decimal","/what-is-equivalent-to-26-50-fraction"
"/what-is-equivalent-to-27-50-fraction","Equivalent Fractions","27","50","27/50","0.54","54%","B","true","/what-is-equivalent-to-27-50-fraction","/27-50-as-a-percent-and-decimal"
"/27-50-as-a-percent-and-decimal","Percent and Decimal","27","50","27/50","0.54","54%","B","true","/27-50-as-a-percent-and-decimal","/what-is-equivalent-to-27-50-fraction"
"/what-is-equivalent-to-28-50-fraction","Equivalent Fractions","28","50","14/25","0.56","56%","B","true","/what-is-equivalent-to-28-50-fraction","/28-50-as-a-percent-and-decimal"
"/28-50-as-a-percent-and-decimal","Percent and Decimal","28","50","14/25","0.56","56%","B","true","/28-50-as-a-percent-and-decimal","/what-is-equivalent-to-28-50-fraction"
"/what-is-equivalent-to-29-50-fraction","Equivalent Fractions","29","50","29/50","0.58","58%","B","true","/what-is-equivalent-to-29-50-fraction","/29-50-as-a-percent-and-decimal"
"/29-50-as-a-percent-and-decimal","Percent and Decimal","29","50","29/50","0.58","58%","B","true","/29-50-as-a-percent-and-decimal","/what-is-equivalent-to-29-50-fraction"
"/what-is-equivalent-to-31-50-fraction","Equivalent Fractions","31","50","31/50","0.62","62%","B","true","/what-is-equivalent-to-31-50-fraction","/31-50-as-a-percent-and-decimal"
"/31-50-as-a-percent-and-decimal","Percent and Decimal","31","50","31/50","0.62","62%","B","true","/31-50-as-a-percent-and-decimal","/what-is-equivalent-to-31-50-fraction"
"/what-is-equivalent-to-32-50-fraction","Equivalent Fractions","32","50","16/25","0.64","64%","B","true","/what-is-equivalent-to-32-50-fraction","/32-50-as-a-percent-and-decimal"
"/32-50-as-a-percent-and-decimal","Percent and Decimal","32","50","16/25","0.64","64%","B","true","/32-50-as-a-percent-and-decimal","/what-is-equivalent-to-32-50-fraction"
"/what-is-equivalent-to-33-50-fraction","Equivalent Fractions","33","50","33/50","0.66","66%","B","true","/what-is-equivalent-to-33-50-fraction","/33-50-as-a-percent-and-decimal"
"/33-50-as-a-percent-and-decimal","Percent and Decimal","33","50","33/50","0.66","66%","B","true","/33-50-as-a-percent-and-decimal","/what-is-equivalent-to-33-50-fraction"
"/what-is-equivalent-to-34-50-fraction","Equivalent Fractions","34","50","17/25","0.68","68%","B","true","/what-is-equivalent-to-34-50-fraction","/34-50-as-a-percent-and-decimal"
"/34-50-as-a-percent-and-decimal","Percent and Decimal","34","50","17/25","0.68","68%","B","true","/34-50-as-a-percent-and-decimal","/what-is-equivalent-to-34-50-fraction"
"/what-is-equivalent-to-35-50-fraction","Equivalent Fractions","35","50","7/10","0.7","70%","A","true","/what-is-equivalent-to-35-50-fraction","/35-50-as-a-percent-and-decimal"
"/35-50-as-a-percent-and-decimal","Percent and Decimal","35","50","7/10","0.7","70%","A","true","/35-50-as-a-percent-and-decimal","/what-is-equivalent-to-35-50-fraction"
"/what-is-equivalent-to-36-50-fraction","Equivalent Fractions","36","50","18/25","0.72","72%","B","true","/what-is-equivalent-to-36-50-fraction","/36-50-as-a-percent-and-decimal"
"/36-50-as-a-percent-and-decimal","Percent and Decimal","36","50","18/25","0.72","72%","B","true","/36-50-as-a-percent-and-decimal","/what-is-equivalent-to-36-50-fraction"
"/what-is-equivalent-to-37-50-fraction","Equivalent Fractions","37","50","37/50","0.74","74%","B","true","/what-is-equivalent-to-37-50-fraction","/37-50-as-a-percent-and-decimal"
"/37-50-as-a-percent-and-decimal","Percent and Decimal","37","50","37/50","0.74","74%","B","true","/37-50-as-a-percent-and-decimal","/what-is-equivalent-to-37-50-fraction"
"/what-is-equivalent-to-38-50-fraction","Equivalent Fractions","38","50","19/25","0.76","76%","B","true","/what-is-equivalent-to-38-50-fraction","/38-50-as-a-percent-and-decimal"
"/38-50-as-a-percent-and-decimal","Percent and Decimal","38","50","19/25","0.76","76%","B","true","/38-50-as-a-percent-and-decimal","/what-is-equivalent-to-38-50-fraction"
"/what-is-equivalent-to-39-50-fraction","Equivalent Fractions","39","50","39/50","0.78","78%","B","true","/what-is-equivalent-to-39-50-fraction","/39-50-as-a-percent-and-decimal"
"/39-50-as-a-percent-and-decimal","Percent and Decimal","39","50","39/50","0.78","78%","B","true","/39-50-as-a-percent-and-decimal","/what-is-equivalent-to-39-50-fraction"
"/what-is-equivalent-to-41-50-fraction","Equivalent Fractions","41","50","41/50","0.82","82%","B","true","/what-is-equivalent-to-41-50-fraction","/41-50-as-a-percent-and-decimal"
"/41-50-as-a-percent-and-decimal","Percent and Decimal","41","50","41/50","0.82","82%","B","true","/41-50-as-a-percent-and-decimal","/what-is-equivalent-to-41-50-fraction"
"/what-is-equivalent-to-42-50-fraction","Equivalent Fractions","42","50","21/25","0.84","84%","B","true","/what-is-equivalent-to-42-50-fraction","/42-50-as-a-percent-and-decimal"
"/42-50-as-a-percent-and-decimal","Percent and Decimal","42","50","21/25","0.84","84%","B","true","/42-50-as-a-percent-and-decimal","/what-is-equivalent-to-42-50-fraction"
"/what-is-equivalent-to-43-50-fraction","Equivalent Fractions","43","50","43/50","0.86","86%","B","true","/what-is-equivalent-to-43-50-fraction","/43-50-as-a-percent-and-decimal"
"/43-50-as-a-percent-and-decimal","Percent and Decimal","43","50","43/50","0.86","86%","B","true","/43-50-as-a-percent-and-decimal","/what-is-equivalent-to-43-50-fraction"
"/what-is-equivalent-to-44-50-fraction","Equivalent Fractions","44","50","22/25","0.88","88%","B","true","/what-is-equivalent-to-44-50-fraction","/44-50-as-a-percent-and-decimal"
"/44-50-as-a-percent-and-decimal","Percent and Decimal","44","50","22/25","0.88","88%","B","true","/44-50-as-a-percent-and-decimal","/what-is-equivalent-to-44-50-fraction"
"/what-is-equivalent-to-45-50-fraction","Equivalent Fractions","45","50","9/10","0.9","90%","A","true","/what-is-equivalent-to-45-50-fraction","/45-50-as-a-percent-and-decimal"
